id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,class
9502,481850577,7356,2,private,219164,masters,14,married-civ-spouse,prof-specialty,husband,black,male,2,0,2,USA,united-states,1
4309,508823930,3854,2,self-emp-not-inc,32016,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states,0
24922,398637907,2496,2,private,262688,some-college,10,married-civ-spouse,sales,husband,black,male,3,0,3,USA,united-states,1
12840,267779849,2548,0,private,32732,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,2,USA,united-states,0
4028,196886342,3204,4,private,162432,some-college,10,divorced,other-service,not-in-family,white,female,0,0,2,USA,united-states,0
15297,964453966,9937,1,private,96020,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,3,USA,united-states,1
12259,250924905,1357,3,private,302868,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
19911,177079821,3339,1,private,226975,some-college,10,never-married,sales,own-child,white,male,0,2,3,USA,united-states,0
18742,410995784,5117,2,private,244522,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,3,0,2,USA,united-states,1
15263,917489151,999,1,self-emp-not-inc,334267,some-college,10,never-married,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states,0
11274,944823547,7387,1,local-gov,419740,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,3,USA,united-states,0
19827,575008854,9995,1,private,211424,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,1
245,769102099,7435,2,state-gov,98989,bachelors,13,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,2,USA,united-states,1
19684,477813678,917,1,,565769,preschool,1,never-married,,not-in-family,black,male,0,0,2,ZAF,south,0
5483,435142570,3407,3,federal-gov,270859,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
5324,745536257,6679,1,private,250354,10th,6,never-married,craft-repair,other-relative,white,male,0,0,2,USA,united-states,0
13530,603987632,7200,1,private,329993,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0
10182,982137178,5160,2,private,208045,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,1
19215,973028495,1752,0,private,338013,some-college,10,divorced,tech-support,not-in-family,white,female,0,0,2,USA,united-states,0
9704,240891257,4441,3,federal-gov,202560,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,1
22469,546357991,9792,1,private,102986,5th-6th,3,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,0,0,2,LAO,laos,1
308,747943604,5624,3,local-gov,274689,assoc-acdm,12,divorced,protective-serv,not-in-family,white,male,0,0,2,USA,united-states,0
10257,199615067,8487,1,private,24961,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,0
7964,427073838,9471,1,private,223212,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,PER,peru,0
21218,726995694,7984,0,private,138513,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states,0
26217,288543159,7426,4,self-emp-inc,77816,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states,1
13693,429970742,4057,3,federal-gov,43705,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,3,USA,united-states,0
7886,440784667,5899,3,private,25826,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,2,3,USA,united-states,1
21828,634313602,1977,0,,94746,some-college,10,never-married,,own-child,white,male,0,0,2,PRT,portugal,0
4953,156093254,7252,1,private,248795,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states,0
9345,212012247,7952,2,state-gov,354929,assoc-acdm,12,divorced,protective-serv,not-in-family,black,male,0,0,2,USA,united-states,0
10624,342594065,572,0,private,130795,10th,6,never-married,other-service,own-child,white,male,0,0,0,USA,united-states,0
10497,548876997,612,4,private,69867,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1
7809,978889161,5817,4,private,198170,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
23372,532850157,2469,2,private,30267,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,0
7930,661110793,5569,1,local-gov,120508,bachelors,13,divorced,protective-serv,unmarried,white,female,0,0,3,DUE,germany,0
3105,645961202,4198,1,private,155781,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0
21681,920984743,680,2,private,224232,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1
11947,432515707,5741,3,self-emp-inc,147869,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0
16583,688705149,7016,4,private,183213,assoc-voc,11,widowed,prof-specialty,not-in-family,white,male,4,0,3,USA,united-states,1
24329,767902567,9027,2,local-gov,42703,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1
26082,432255201,984,2,private,183096,bachelors,13,divorced,adm-clerical,not-in-family,white,female,0,0,1,USA,united-states,0
22102,748899316,7121,3,federal-gov,297906,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,3,USA,united-states,1
10605,917053634,1431,3,self-emp-not-inc,180446,some-college,10,married-civ-spouse,tech-support,husband,black,male,0,0,2,USA,united-states,1
24337,558019858,5492,1,private,26252,assoc-acdm,12,never-married,other-service,unmarried,amer-indian-eskimo,female,0,0,2,USA,united-states,0
27716,572745137,9554,2,federal-gov,421871,bachelors,13,never-married,adm-clerical,not-in-family,black,male,2,0,3,USA,united-states,0
25448,959959443,1133,1,self-emp-not-inc,282972,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,0,USA,united-states,0
19381,457970886,9900,1,private,232356,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
2405,742831550,6239,3,private,54985,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,2,2,USA,united-states,1
13745,613525584,2292,4,private,89698,hs-grad,9,widowed,adm-clerical,not-in-family,black,female,0,0,2,USA,united-states,0
2577,180321261,3680,1,private,180574,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0
26544,609244308,7207,1,private,190303,bachelors,13,divorced,prof-specialty,not-in-family,white,male,1,0,0,USA,united-states,0
24544,234490582,5290,2,self-emp-not-inc,204235,masters,14,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1
13687,685864094,8682,0,private,111467,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states,0
1362,215966570,3220,2,self-emp-not-inc,409189,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1
4447,756102642,4824,1,private,35032,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states,0
6112,466802836,8166,4,self-emp-inc,76212,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,1
24084,560131178,6489,2,state-gov,185619,masters,14,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,1,USA,united-states,1
9109,848060028,6346,3,self-emp-not-inc,183668,5th-6th,3,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,0
12434,915275823,9060,1,local-gov,319280,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1
20507,522789610,8765,3,local-gov,139347,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,,,1
6920,442821226,8212,3,private,165001,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
18634,312989506,4009,3,,141807,hs-grad,9,never-married,,not-in-family,white,male,4,0,2,USA,united-states,1
18839,978735132,5312,3,private,204584,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0
14108,993184755,8545,1,self-emp-not-inc,80933,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states,0
19805,562704614,7521,1,state-gov,137900,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,3,USA,united-states,1
26966,190785308,383,1,private,236993,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,1,USA,united-states,0
17444,846256199,2307,2,private,101318,some-college,10,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,female,0,0,2,CHN,china,1
2267,385870771,6395,1,private,252752,masters,14,never-married,exec-managerial,not-in-family,white,female,4,0,3,USA,united-states,1
3929,442129499,8006,4,private,224174,assoc-voc,11,widowed,craft-repair,not-in-family,black,male,0,0,2,,,0
14797,969366712,5612,1,private,149726,bachelors,13,married-civ-spouse,tech-support,husband,white,male,3,0,2,USA,united-states,1
22820,344430254,6809,2,private,270557,masters,14,divorced,other-service,not-in-family,white,female,0,0,3,USA,united-states,1
24751,836784565,4224,1,private,143083,masters,14,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,1
1166,493190007,8399,2,private,43546,some-college,10,divorced,machine-op-inspct,unmarried,white,female,0,0,3,USA,united-states,0
6536,604895835,1783,1,federal-gov,127651,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
23178,792588784,1627,4,private,296152,some-college,10,divorced,exec-managerial,other-relative,white,female,1,0,0,USA,united-states,0
11771,540431414,3944,4,private,200427,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
17617,821826113,8657,1,self-emp-not-inc,29254,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,1
11216,375242408,6411,1,private,195136,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,2,2,USA,united-states,1
19544,514021550,2135,1,private,107793,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,DUE,germany,1
15820,110940644,7345,3,private,198681,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states,1
7752,450776987,5068,1,private,177675,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
12217,946413612,6765,0,private,241185,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0
1419,615047390,2495,3,private,124076,doctorate,16,married-civ-spouse,prof-specialty,wife,white,female,4,0,2,USA,united-states,1
27250,103253787,9853,3,private,111961,hs-grad,9,married-civ-spouse,other-service,wife,black,female,0,0,1,USA,united-states,0
27274,716705493,3446,2,private,145784,hs-grad,9,never-married,other-service,other-relative,asian-pac-islander,female,0,0,2,,,0
24990,649650294,2864,2,private,22494,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,0
17098,294433432,9867,3,private,208630,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,2,2,USA,united-states,0
6428,727074917,2952,0,private,188996,9th,5,never-married,sales,not-in-family,white,female,0,0,1,USA,united-states,0
12335,150690691,8902,0,private,316702,some-college,10,never-married,sales,own-child,white,male,0,0,2,USA,united-states,0
6951,815405980,7032,2,local-gov,433705,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,3,USA,united-states,1
14101,699184411,8832,1,state-gov,513416,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,0,USA,united-states,0
9629,321083781,3468,3,private,140516,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1
3353,186780498,2007,2,private,126622,11th,7,divorced,handlers-cleaners,unmarried,white,female,0,0,2,USA,united-states,0
10951,820417129,9033,3,private,65353,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0
15874,350289337,8129,1,private,202051,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
21082,179660646,3420,2,private,309990,hs-grad,9,separated,adm-clerical,not-in-family,white,female,3,0,3,USA,united-states,1
15838,451952122,1263,1,private,315640,masters,14,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,0,CHN,china,0
19416,556064847,6925,2,private,290306,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1
16217,424217938,7641,1,private,187203,hs-grad,9,never-married,sales,other-relative,white,male,0,0,2,USA,united-states,0
16118,716278807,6526,3,private,244025,hs-grad,9,never-married,machine-op-inspct,unmarried,amer-indian-eskimo,male,0,0,3,PRI,puerto-rico,0
15453,239524767,3926,1,private,164190,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,0
17869,960621830,2192,0,private,97508,hs-grad,9,never-married,other-service,own-child,white,male,0,0,3,USA,united-states,0
20981,171047966,6380,1,private,304283,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0
14406,443033977,3029,2,private,278924,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,2,USA,united-states,0
24182,750028078,3051,3,private,159755,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states,1
17962,557646676,5691,4,private,151369,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1
7656,577880397,9666,3,self-emp-not-inc,35295,bachelors,13,never-married,sales,unmarried,white,male,0,0,3,USA,united-states,1
23673,669970720,8490,0,private,140459,11th,7,never-married,craft-repair,other-relative,white,male,0,0,1,USA,united-states,0
9213,367416527,3729,3,private,199067,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states,1
15046,830310620,1614,1,private,207202,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states,0
6421,943399652,4234,2,federal-gov,153066,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
26549,223900336,2978,2,private,297449,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,2,0,3,USA,united-states,1
13572,916406903,3447,3,private,146409,some-college,10,widowed,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,0
25682,345748584,1924,2,local-gov,214242,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1
4574,852484231,706,1,local-gov,253456,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1
1371,585272794,5964,3,private,205100,some-college,10,divorced,sales,not-in-family,white,female,0,0,2,USA,united-states,1
14834,179548828,5504,0,federal-gov,234151,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,2,USA,united-states,0
9303,476445569,4662,3,private,193553,hs-grad,9,divorced,other-service,not-in-family,black,female,0,0,0,USA,united-states,0
8557,772455862,4016,2,private,176716,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,3,2,USA,united-states,1
13640,123950990,1248,3,private,179646,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,2,USA,united-states,0
656,360046517,3997,3,local-gov,231196,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0
6660,736340057,2057,3,self-emp-inc,182211,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
1205,793024773,1247,0,private,91931,11th,7,never-married,sales,own-child,white,female,0,0,1,USA,united-states,0
18650,184746197,7846,3,private,205100,bachelors,13,married-civ-spouse,sales,husband,white,male,4,0,4,USA,united-states,1
6677,766111112,6589,2,private,101782,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,2,USA,united-states,0
8993,148611548,5140,0,private,211527,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,3,USA,united-states,0
18107,561725620,7914,3,private,162951,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,1
23069,938739736,8352,1,private,25610,assoc-acdm,12,married-civ-spouse,sales,husband,other,male,0,0,2,JPN,japan,1
24612,698916315,5674,2,private,456236,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1
23095,146287709,142,0,private,345403,10th,6,never-married,other-service,own-child,white,male,0,0,2,USA,united-states,0
15904,825772982,8066,4,self-emp-inc,217801,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,0,USA,united-states,0
9172,246957387,5782,1,private,185670,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
19449,599650537,1033,1,private,245090,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,MEX,mexico,0
21382,284207512,9784,0,private,199586,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,0
18997,686193910,233,2,local-gov,282461,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1
15725,332007411,6291,3,local-gov,283037,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0
13904,658434778,1692,2,private,106679,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1
4290,267990943,7191,0,private,277695,preschool,1,never-married,farming-fishing,not-in-family,white,male,0,0,2,MEX,mexico,0
19962,531478773,7857,4,local-gov,120617,hs-grad,9,separated,protective-serv,unmarried,black,female,0,0,2,USA,united-states,0
18855,854793285,9695,3,self-emp-inc,189933,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,0
8413,399946445,1017,1,private,403433,bachelors,13,never-married,prof-specialty,not-in-family,black,male,0,0,3,USA,united-states,1
17914,365037185,6876,3,private,208067,hs-grad,9,divorced,craft-repair,other-relative,white,male,0,0,2,USA,united-states,0
6453,263782307,4883,2,private,55272,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0
26769,797833020,3466,4,self-emp-not-inc,162130,5th-6th,3,married-civ-spouse,exec-managerial,husband,white,male,0,2,4,USA,united-states,1
17621,932535537,8631,4,private,40269,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1
